Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Status Category,Status Category Changed
FE-S8-02: Filter history,SBS-262,10368,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:46 PM,15/Jul/26 2:46 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i0023j:,SPRINT 8,,,2.0,,,To Do,15/Jul/26 2:46 PM
FE-S8-01: TransactionActionScreen,SBS-256,10362,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:45 PM,15/Jul/26 2:45 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i00227:,SPRINT 8,,,3.0,,,To Do,15/Jul/26 2:45 PM
BE-S8-03: Pagination,SBS-253,10359,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:44 PM,15/Jul/26 2:44 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i0021j:,SPRINT 8,,,2.0,,,To Do,15/Jul/26 2:44 PM
BE-S8-02: Filter history,SBS-248,10354,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:43 PM,15/Jul/26 2:43 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i0020f:,SPRINT 8,,,3.0,,,To Do,15/Jul/26 2:43 PM
FE-S1-02: Axios client,SBS-244,10350,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Quang Nguyễn,712020:52fd5a54-b2c3-407c-a5ad-9ab2de255e65,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:42 PM,15/Jul/26 3:16 PM,,15/Jul/26 3:16 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i0017p:,SPRINT 1,,,2.0,,,Done,15/Jul/26 3:16 PM
QA-S6-02: Test report,SBS-239,10345,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:41 PM,15/Jul/26 4:18 PM,15/Jul/26 4:09 PM,15/Jul/26 4:14 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001yf:,SPRINT 6,,,3.0,,,Done,15/Jul/26 4:14 PM
QA-S6-01: Test category,SBS-232,10338,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:40 PM,15/Jul/26 4:14 PM,15/Jul/26 4:17 PM,15/Jul/26 4:13 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001s3:,SPRINT 6,,,2.0,,,Done,15/Jul/26 4:13 PM
FE-S1-01: Khởi tạo Expo,SBS-230,10336,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:40 PM,15/Jul/26 3:10 PM,,15/Jul/26 3:10 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i0017x:,SPRINT 1,,,2.0,,,Done,15/Jul/26 3:10 PM
BE-S8-01: Manual transaction,SBS-222,10328,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:40 PM,15/Jul/26 2:43 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i001un:,SPRINT 8,,,3.0,,,To Do,15/Jul/26 2:40 PM
FE-S6-03: ReportScreen,SBS-219,10325,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:39 PM,15/Jul/26 4:14 PM,15/Jul/26 4:09 PM,15/Jul/26 4:14 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001tz:,SPRINT 6,,,5.0,,,Done,15/Jul/26 4:14 PM
BE-S1-06: Exception handler,SBS-212,10318,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:39 PM,15/Jul/26 3:09 PM,,15/Jul/26 3:09 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i0017n:,SPRINT 1,,,2.0,,,Done,15/Jul/26 3:09 PM
FE-S6-02: CategorySelectModal,SBS-211,10317,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:39 PM,15/Jul/26 4:09 PM,,15/Jul/26 4:09 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001s7:,SPRINT 6,,,2.0,,,Done,15/Jul/26 4:09 PM
QA-S7-03: Regression,SBS-209,10315,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:39 PM,15/Jul/26 2:42 PM,15/Jul/26 5:21 PM,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i001rr:,SPRINT 7,,,,,,To Do,15/Jul/26 2:39 PM
FE-S6-01: CategoriesScreen,SBS-199,10305,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:38 PM,15/Jul/26 4:14 PM,,15/Jul/26 4:13 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001sf:,SPRINT 6,,,3.0,,,Done,15/Jul/26 4:13 PM
BE-S1-05: JWT Security,SBS-197,10303,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:38 PM,15/Jul/26 3:08 PM,,15/Jul/26 3:08 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i0017t:,SPRINT 1,,,3.0,,,Done,15/Jul/26 3:08 PM
BE-S6-04: Map EXPENSE/INCOME,SBS-189,10295,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:38 PM,15/Jul/26 4:14 PM,15/Jul/26 4:08 PM,15/Jul/26 4:14 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001nb:,SPRINT 6,,,2.0,,,Done,15/Jul/26 4:14 PM
BE-S6-03: Report API,SBS-182,10288,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:37 PM,15/Jul/26 4:14 PM,15/Jul/26 4:12 PM,15/Jul/26 4:14 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001lr:,SPRINT 6,,,3.0,,,Done,15/Jul/26 4:14 PM
"QA-S7-01: Test xóa danh mục con (DM)
",SBS-181,10287,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:37 PM,15/Jul/26 4:12 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i001lj:,SPRINT 7,,,,,,To Do,15/Jul/26 2:37 PM
FE-S7-03: Report polish,SBS-172,10278,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:36 PM,15/Jul/26 2:42 PM,15/Jul/26 4:19 PM,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i001jj:,SPRINT 7,,,,,,To Do,15/Jul/26 2:36 PM
BE-S1-04: API Register + Login,SBS-166,10272,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:36 PM,15/Jul/26 3:08 PM,,15/Jul/26 3:07 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i0017v:,SPRINT 1,,,3.0,,,Done,15/Jul/26 3:07 PM
BE-S6-02: Soft delete DM,SBS-165,10271,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:36 PM,15/Jul/26 4:14 PM,15/Jul/26 4:12 PM,15/Jul/26 4:13 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001hz:,SPRINT 6,,,2.0,,,Done,15/Jul/26 4:13 PM
BE-S1-03: Entity User + Wallet ,SBS-149,10255,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:35 PM,15/Jul/26 3:06 PM,,15/Jul/26 3:06 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i001ef:,SPRINT 1,,,2.0,,,Done,15/Jul/26 3:06 PM
BE-S6-01: Category CRUD,SBS-148,10254,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:35 PM,15/Jul/26 4:14 PM,15/Jul/26 4:12 PM,15/Jul/26 4:13 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i001e7:,SPRINT 6,,,3.0,,,Done,15/Jul/26 4:13 PM
FE-S7-01: Chỉnh sửa và Xóa danh mục con,SBS-146,10252,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:35 PM,15/Jul/26 4:10 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i001dr:,SPRINT 7,,,,,,To Do,15/Jul/26 2:35 PM
QA-S5-02: Test history,SBS-141,10247,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:35 PM,15/Jul/26 4:07 PM,15/Jul/26 4:06 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i00100:,SPRINT 5,,,2.0,,,Done,15/Jul/26 4:07 PM
QA-S5-01: Test rút PayOS,SBS-131,10237,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:34 PM,15/Jul/26 4:07 PM,15/Jul/26 4:06 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i00101:,SPRINT 5,,,3.0,,,Done,15/Jul/26 4:07 PM
BE-S7-04: Report deleted,SBS-129,10235,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:34 PM,15/Jul/26 4:10 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i0019z:,SPRINT 7,,,,,,To Do,15/Jul/26 2:34 PM
FE-S5-04: TransactionDetailModal,SBS-122,10228,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:34 PM,15/Jul/26 4:07 PM,15/Jul/26 4:06 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i00104:,SPRINT 5,,,3.0,,,Done,15/Jul/26 4:07 PM
BE-S1-02: Thiết kế ERD v1 ,SBS-119,10225,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:34 PM,15/Jul/26 3:06 PM,,15/Jul/26 3:05 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i0017r:,SPRINT 1,,,2.0,,,Done,15/Jul/26 3:05 PM
BE-S7-03: Cập nhật / Chỉnh sửa danh mục con,SBS-117,10223,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:34 PM,15/Jul/26 4:10 PM,,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i0017b:,SPRINT 7,,,,,,To Do,15/Jul/26 2:34 PM
QA-S10-01: Release,SBS-109,10215,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:33 PM,15/Jul/26 2:35 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i0015j:,SPRINT 10,,,5.0,,,To Do,15/Jul/26 2:33 PM
FE-S5-03: HistoryScreen,SBS-108,10214,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:33 PM,15/Jul/26 4:07 PM,15/Jul/26 4:05 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i00105:,SPRINT 5,,,3.0,,,Done,15/Jul/26 4:07 PM
FE-S10-03: Polish demo,SBS-105,10211,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:33 PM,15/Jul/26 2:35 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i0014n:,SPRINT 10,,,2.0,,,To Do,15/Jul/26 2:33 PM
FE-S10-02: Push FE,SBS-102,10208,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:33 PM,15/Jul/26 2:35 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i0013z:,SPRINT 10,,,2.0,,,To Do,15/Jul/26 2:33 PM
FE-S10-01: Funds wire-up (3 SP),SBS-99,10205,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:33 PM,15/Jul/26 2:35 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i0013b:,SPRINT 10,,,3.0,,,To Do,15/Jul/26 2:33 PM
BE-S7-02: History enrich,SBS-98,10204,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:33 PM,15/Jul/26 2:42 PM,15/Jul/26 4:20 PM,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i00133:,SPRINT 7,,,,,,To Do,15/Jul/26 2:33 PM
FE-S5-02: WithdrawBill,SBS-97,10203,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:33 PM,15/Jul/26 4:07 PM,15/Jul/26 4:05 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i00103:,SPRINT 5,,,2.0,,,Done,15/Jul/26 4:07 PM
BE-S10-02: Push notification,SBS-96,10202,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:33 PM,15/Jul/26 2:34 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i0012n:,SPRINT 10,,,3.0,,,To Do,15/Jul/26 2:33 PM
BE-S10-01: Funds,SBS-93,10199,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:33 PM,15/Jul/26 2:33 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i0011z:,SPRINT 10,,,5.0,,,To Do,15/Jul/26 2:33 PM
